"GEO_ID","P002001","P002002","P002003","P002004","P002005","P002006","NAME"
"id","Total","Total!!Urban","Total!!Urban!!Inside urbanized areas","Total!!Urban!!Inside urban clusters","Total!!Rural","Total!!Not defined for this file","Geographic Area Name"
"8600000US33019","15107","15065","15065","0","42","0","ZCTA5 33019"
"8600000US33020","41329","41329","41329","0","0","0","ZCTA5 33020"
"8600000US33021","45921","45921","45921","0","0","0","ZCTA5 33021"
"8600000US33023","63576","63576","63576","0","0","0","ZCTA5 33023"
"8600000US33024","63916","63916","63916","0","0","0","ZCTA5 33024"
"8600000US33025","59039","59039","59039","0","0","0","ZCTA5 33025"
"8600000US33026","28498","28498","28498","0","0","0","ZCTA5 33026"
"8600000US33027","57663","57663","57663","0","0","0","ZCTA5 33027"
"8600000US33028","26696","26696","26696","0","0","0","ZCTA5 33028"
"8600000US33029","45235","45235","45235","0","0","0","ZCTA5 33029"
"8600000US33030","34110","33449","33449","0","661","0","ZCTA5 33030"
"8600000US33031","5859","2853","2853","0","3006","0","ZCTA5 33031"
"8600000US33032","34088","33516","33516","0","572","0","ZCTA5 33032"
"8600000US33033","49028","49016","49016","0","12","0","ZCTA5 33033"
"8600000US33034","18613","17622","17622","0","991","0","ZCTA5 33034"
"8600000US33035","13497","13497","13497","0","0","0","ZCTA5 33035"
"8600000US33036","3035","2819","0","2819","216","0","ZCTA5 33036"
"8600000US33037","11612","9960","0","9960","1652","0","ZCTA5 33037"
"8600000US33039","122","122","122","0","0","0","ZCTA5 33039"
"8600000US33040","32891","32095","0","32095","796","0","ZCTA5 33040"
"8600000US33042","5829","4059","0","4059","1770","0","ZCTA5 33042"
"8600000US33043","4313","3481","0","3481","832","0","ZCTA5 33043"
"8600000US33050","8922","8169","0","8169","753","0","ZCTA5 33050"
"8600000US33051","796","796","0","796","0","0","ZCTA5 33051"
"8600000US33054","29061","29061","29061","0","0","0","ZCTA5 33054"
"8600000US33055","43194","43194","43194","0","0","0","ZCTA5 33055"
"8600000US33056","35059","35059","35059","0","0","0","ZCTA5 33056"
"8600000US33060","32154","32154","32154","0","0","0","ZCTA5 33060"
"8600000US33062","23948","23948","23948","0","0","0","ZCTA5 33062"
"8600000US33063","51019","51019","51019","0","0","0","ZCTA5 33063"
"8600000US33064","52969","52969","52969","0","0","0","ZCTA5 33064"
"8600000US33065","51921","51921","51921","0","0","0","ZCTA5 33065"
"8600000US33066","15760","15760","15760","0","0","0","ZCTA5 33066"
"8600000US33067","26458","26458","26458","0","0","0","ZCTA5 33067"
"8600000US33068","49824","49824","49824","0","0","0","ZCTA5 33068"
"8600000US33069","25700","25700","25700","0","0","0","ZCTA5 33069"
"8600000US33070","5344","5342","0","5342","2","0","ZCTA5 33070"
"8600000US33071","36964","36964","36964","0","0","0","ZCTA5 33071"
"8600000US33073","29168","29168","29168","0","0","0","ZCTA5 33073"
"8600000US33076","29751","29751","29751","0","0","0","ZCTA5 33076"
"8600000US33101","0","0","0","0","0","0","ZCTA5 33101"
"8600000US33109","594","594","594","0","0","0","ZCTA5 33109"
"8600000US33122","1","1","1","0","0","0","ZCTA5 33122"
"8600000US33125","52677","52677","52677","0","0","0","ZCTA5 33125"
"8600000US33126","46867","46867","46867","0","0","0","ZCTA5 33126"
"8600000US33127","28909","28909","28909","0","0","0","ZCTA5 33127"
"8600000US33128","7562","7562","7562","0","0","0","ZCTA5 33128"
"8600000US33129","13833","13833","13833","0","0","0","ZCTA5 33129"
"8600000US33130","26108","26108","26108","0","0","0","ZCTA5 33130"
"8600000US33131","14917","14917","14917","0","0","0","ZCTA5 33131"
"8600000US33132","11165","11165","11165","0","0","0","ZCTA5 33132"
"8600000US33133","31926","31926","31926","0","0","0","ZCTA5 33133"
"8600000US33134","37456","37456","37456","0","0","0","ZCTA5 33134"
"8600000US33135","36066","36066","36066","0","0","0","ZCTA5 33135"
"8600000US33136","13791","13791","13791","0","0","0","ZCTA5 33136"
"8600000US33137","19410","19410","19410","0","0","0","ZCTA5 33137"
"8600000US33138","27571","27571","27571","0","0","0","ZCTA5 33138"
"8600000US33139","38613","38613","38613","0","0","0","ZCTA5 33139"
"8600000US33140","21210","21210","21210","0","0","0","ZCTA5 33140"
"8600000US33141","35249","35249","35249","0","0","0","ZCTA5 33141"
"8600000US33142","52606","52606","52606","0","0","0","ZCTA5 33142"
"8600000US33143","31407","31407","31407","0","0","0","ZCTA5 33143"
"8600000US33144","26903","26903","26903","0","0","0","ZCTA5 33144"
"8600000US33145","29758","29758","29758","0","0","0","ZCTA5 33145"
"8600000US33146","14995","14995","14995","0","0","0","ZCTA5 33146"
"8600000US33147","46933","46933","46933","0","0","0","ZCTA5 33147"
"8600000US33149","12389","12375","12375","0","14","0","ZCTA5 33149"
"8600000US33150","27811","27811","27811","0","0","0","ZCTA5 33150"
"8600000US33154","13971","13971","13971","0","0","0","ZCTA5 33154"
"8600000US33155","43788","43773","43773","0","15","0","ZCTA5 33155"
"8600000US33156","31315","31315","31315","0","0","0","ZCTA5 33156"
"8600000US33157","63226","63134","63134","0","92","0","ZCTA5 33157"
"8600000US33158","6694","6694","6694","0","0","0","ZCTA5 33158"
"8600000US33160","40053","40053","40053","0","0","0","ZCTA5 33160"
"8600000US33161","53710","53710","53710","0","0","0","ZCTA5 33161"
"8600000US33162","43539","43539","43539","0","0","0","ZCTA5 33162"
"8600000US33165","56149","56149","56149","0","0","0","ZCTA5 33165"
"8600000US33166","23038","23038","23038","0","0","0","ZCTA5 33166"
"8600000US33167","18846","18846","18846","0","0","0","ZCTA5 33167"
"8600000US33168","25792","25792","25792","0","0","0","ZCTA5 33168"
"8600000US33169","39353","39353","39353","0","0","0","ZCTA5 33169"
"8600000US33170","12253","11465","11465","0","788","0","ZCTA5 33170"
"8600000US33172","37664","37664","37664","0","0","0","ZCTA5 33172"
"8600000US33173","33141","33141","33141","0","0","0","ZCTA5 33173"
"8600000US33174","32524","32524","32524","0","0","0","ZCTA5 33174"
"8600000US33175","53206","53206","53206","0","0","0","ZCTA5 33175"
"8600000US33176","50170","50170","50170","0","0","0","ZCTA5 33176"
"8600000US33177","53191","53034","53034","0","157","0","ZCTA5 33177"
"8600000US33178","39489","39409","39409","0","80","0","ZCTA5 33178"
"8600000US33179","41332","41332","41332","0","0","0","ZCTA5 33179"
"8600000US33180","30840","30840","30840","0","0","0","ZCTA5 33180"
"8600000US33181","18413","18413","18413","0","0","0","ZCTA5 33181"
"8600000US33182","16929","16929","16929","0","0","0","ZCTA5 33182"
"8600000US33183","35949","35949","35949","0","0","0","ZCTA5 33183"
"8600000US33184","21075","21075","21075","0","0","0","ZCTA5 33184"
"8600000US33185","27189","27189","27189","0","0","0","ZCTA5 33185"
"8600000US33186","67137","67137","67137","0","0","0","ZCTA5 33186"
"8600000US33187","16315","14059","14059","0","2256","0","ZCTA5 33187"
"8600000US33189","23828","23828","23828","0","0","0","ZCTA5 33189"
"8600000US33190","11593","11593","11593","0","0","0","ZCTA5 33190"
"8600000US33193","46044","46044","46044","0","0","0","ZCTA5 33193"
"8600000US33194","7742","7269","7269","0","473","0","ZCTA5 33194"
"8600000US33196","43620","42928","42928","0","692","0","ZCTA5 33196"
"8600000US33301","14586","14586","14586","0","0","0","ZCTA5 33301"
"8600000US33304","17724","17724","17724","0","0","0","ZCTA5 33304"
"8600000US33305","11927","11927","11927","0","0","0","ZCTA5 33305"
"8600000US33306","3397","3397","3397","0","0","0","ZCTA5 33306"
"8600000US33308","28217","28217","28217","0","0","0","ZCTA5 33308"
"8600000US33309","33705","33705","33705","0","0","0","ZCTA5 33309"
"8600000US33311","63786","63786","63786","0","0","0","ZCTA5 33311"
"8600000US33312","49343","49343","49343","0","0","0","ZCTA5 33312"
"8600000US33313","56039","56039","56039","0","0","0","ZCTA5 33313"
"8600000US33314","21885","21885","21885","0","0","0","ZCTA5 33314"
"8600000US33315","12153","12153","12153","0","0","0","ZCTA5 33315"
"8600000US33316","10044","10044","10044","0","0","0","ZCTA5 33316"
"8600000US33317","35372","35372","35372","0","0","0","ZCTA5 33317"
"8600000US33319","44420","44420","44420","0","0","0","ZCTA5 33319"
"8600000US33321","44327","44327","44327","0","0","0","ZCTA5 33321"
"8600000US33322","37858","37858","37858","0","0","0","ZCTA5 33322"
"8600000US33323","18929","18929","18929","0","0","0","ZCTA5 33323"
"8600000US33324","42847","42847","42847","0","0","0","ZCTA5 33324"
"8600000US33325","27570","27570","27570","0","0","0","ZCTA5 33325"
"8600000US33326","31257","31242","31242","0","15","0","ZCTA5 33326"
"8600000US33327","22658","22656","22656","0","2","0","ZCTA5 33327"
"8600000US33328","27415","27415","27415","0","0","0","ZCTA5 33328"
"8600000US33330","14107","14107","14107","0","0","0","ZCTA5 33330"
"8600000US33331","23204","23204","23204","0","0","0","ZCTA5 33331"
"8600000US33332","11199","10979","10979","0","220","0","ZCTA5 33332"
"8600000US33334","28749","28749","28749","0","0","0","ZCTA5 33334"
"8600000US33351","32890","32890","32890","0","0","0","ZCTA5 33351"
"8600000US33401","24879","24879","24879","0","0","0","ZCTA5 33401"
"8600000US33403","12042","12042","12042","0","0","0","ZCTA5 33403"
"8600000US33404","27489","27489","27489","0","0","0","ZCTA5 33404"
"8600000US33405","19155","19155","19155","0","0","0","ZCTA5 33405"
"8600000US33406","26312","26312","26312","0","0","0","ZCTA5 33406"
"8600000US33407","29659","29659","29659","0","0","0","ZCTA5 33407"
"8600000US33408","16921","16921","16921","0","0","0","ZCTA5 33408"
"8600000US33409","29140","29140","29140","0","0","0","ZCTA5 33409"
"8600000US33410","32570","32570","32570","0","0","0","ZCTA5 33410"
"8600000US33411","65245","65214","65214","0","31","0","ZCTA5 33411"
"8600000US33412","14414","13527","13527","0","887","0","ZCTA5 33412"
"8600000US33413","15162","15162","15162","0","0","0","ZCTA5 33413"
"8600000US33414","53718","52774","52774","0","944","0","ZCTA5 33414"
"8600000US33415","44963","44963","44963","0","0","0","ZCTA5 33415"
"8600000US33417","29156","29156","29156","0","0","0","ZCTA5 33417"
"8600000US33418","36017","35173","35173","0","844","0","ZCTA5 33418"
"8600000US33426","20082","20082","20082","0","0","0","ZCTA5 33426"
"8600000US33428","38548","38548","38548","0","0","0","ZCTA5 33428"
"8600000US33430","21427","20018","0","20018","1409","0","ZCTA5 33430"
"8600000US33431","18290","18290","18290","0","0","0","ZCTA5 33431"
"8600000US33432","18715","18715","18715","0","0","0","ZCTA5 33432"
"8600000US33433","41722","41722","41722","0","0","0","ZCTA5 33433"
"8600000US33434","19260","19260","19260","0","0","0","ZCTA5 33434"
"8600000US33435","32104","32104","32104","0","0","0","ZCTA5 33435"
"8600000US33436","41896","41896","41896","0","0","0","ZCTA5 33436"
"8600000US33437","35938","35938","35938","0","0","0","ZCTA5 33437"
"8600000US33438","459","253","0","253","206","0","ZCTA5 33438"
"8600000US33440","19743","12833","0","12833","6910","0","ZCTA5 33440"
"8600000US33441","26838","26838","26838","0","0","0","ZCTA5 33441"
"8600000US33442","28075","28075","28075","0","0","0","ZCTA5 33442"
"8600000US33444","20221","20221","20221","0","0","0","ZCTA5 33444"
"8600000US33445","29754","29754","29754","0","0","0","ZCTA5 33445"
"8600000US33446","22088","21194","21194","0","894","0","ZCTA5 33446"
"8600000US33449","10817","9812","9812","0","1005","0","ZCTA5 33449"
"8600000US33455","19980","17039","17039","0","2941","0","ZCTA5 33455"
"8600000US33458","49396","49225","49225","0","171","0","ZCTA5 33458"
"8600000US33460","30790","30790","30790","0","0","0","ZCTA5 33460"
"8600000US33461","40748","40748","40748","0","0","0","ZCTA5 33461"
"8600000US33462","30879","30879","30879","0","0","0","ZCTA5 33462"
"8600000US33463","53766","53766","53766","0","0","0","ZCTA5 33463"
"8600000US33467","48808","48808","48808","0","0","0","ZCTA5 33467"
"8600000US33469","14449","13784","13784","0","665","0","ZCTA5 33469"
"8600000US33470","26551","22290","22290","0","4261","0","ZCTA5 33470"
"8600000US33471","6818","3205","0","3205","3613","0","ZCTA5 33471"
"8600000US33472","19100","18625","18625","0","475","0","ZCTA5 33472"
"8600000US33473","6265","5856","5856","0","409","0","ZCTA5 33473"
"8600000US33476","7669","6926","0","6926","743","0","ZCTA5 33476"
"8600000US33477","13074","13074","13074","0","0","0","ZCTA5 33477"
"8600000US33478","12704","10962","0","10962","1742","0","ZCTA5 33478"
"8600000US33480","9549","9549","9549","0","0","0","ZCTA5 33480"
"8600000US33483","12093","12093","12093","0","0","0","ZCTA5 33483"
"8600000US33484","23443","23443","23443","0","0","0","ZCTA5 33484"
"8600000US33486","21720","21720","21720","0","0","0","ZCTA5 33486"
"8600000US33487","16421","16421","16421","0","0","0","ZCTA5 33487"
"8600000US33493","4926","4852","0","4852","74","0","ZCTA5 33493"
"8600000US33496","20969","20969","20969","0","0","0","ZCTA5 33496"
"8600000US33498","14557","14557","14557","0","0","0","ZCTA5 33498"
"8600000US33503","108","0","0","0","108","0","ZCTA5 33503"
"8600000US33510","27610","27610","27610","0","0","0","ZCTA5 33510"
"8600000US33511","52003","52003","52003","0","0","0","ZCTA5 33511"
"8600000US33513","12086","3500","0","3500","8586","0","ZCTA5 33513"
"8600000US33514","1811","0","0","0","1811","0","ZCTA5 33514"
"8600000US33521","599","0","0","0","599","0","ZCTA5 33521"
"8600000US33523","18313","10615","7771","2844","7698","0","ZCTA5 33523"
"8600000US33525","18439","11170","11170","0","7269","0","ZCTA5 33525"
"8600000US33527","15203","10715","10715","0","4488","0","ZCTA5 33527"
"8600000US33534","12839","12651","12651","0","188","0","ZCTA5 33534"
"8600000US33538","4789","3365","0","3365","1424","0","ZCTA5 33538"
"8600000US33540","8752","5788","5788","0","2964","0","ZCTA5 33540"
"8600000US33541","19759","18367","18367","0","1392","0","ZCTA5 33541"
"8600000US33542","20824","20777","20777","0","47","0","ZCTA5 33542"
"8600000US33543","21898","20173","20173","0","1725","0","ZCTA5 33543"
"8600000US33544","22800","21256","21256","0","1544","0","ZCTA5 33544"
"8600000US33545","13996","10382","10382","0","3614","0","ZCTA5 33545"
"8600000US33547","19813","13588","13588","0","6225","0","ZCTA5 33547"
"8600000US33548","5807","5807","5807","0","0","0","ZCTA5 33548"
"8600000US33549","16132","16132","16132","0","0","0","ZCTA5 33549"
"8600000US33556","22015","18075","18075","0","3940","0","ZCTA5 33556"
"8600000US33558","20064","20019","20019","0","45","0","ZCTA5 33558"
"8600000US33559","15427","14624","14624","0","803","0","ZCTA5 33559"
"8600000US33563","25488","25287","25287","0","201","0","ZCTA5 33563"
"8600000US33565","17975","10117","10117","0","7858","0","ZCTA5 33565"
"8600000US33566","19522","18615","18615","0","907","0","ZCTA5 33566"
"8600000US33567","11505","7739","7739","0","3766","0","ZCTA5 33567"
"8600000US33569","23074","22935","22935","0","139","0","ZCTA5 33569"
"8600000US33570","20758","19441","19441","0","1317","0","ZCTA5 33570"
"8600000US33572","14117","13616","13616","0","501","0","ZCTA5 33572"
"8600000US33573","19172","18827","18827","0","345","0","ZCTA5 33573"
"8600000US33576","3784","3055","3055","0","729","0","ZCTA5 33576"
"8600000US33578","36693","36249","36249","0","444","0","ZCTA5 33578"
"8600000US33579","25723","24867","24867","0","856","0","ZCTA5 33579"
"8600000US33584","25392","24194","24194","0","1198","0","ZCTA5 33584"
"8600000US33585","1058","0","0","0","1058","0","ZCTA5 33585"
"8600000US33592","10091","6859","6859","0","3232","0","ZCTA5 33592"
"8600000US33594","32677","32677","32677","0","0","0","ZCTA5 33594"
"8600000US33596","29283","29283","29283","0","0","0","ZCTA5 33596"
"8600000US33597","8026","127","0","127","7899","0","ZCTA5 33597"
"8600000US33598","13665","8452","8452","0","5213","0","ZCTA5 33598"
"8600000US33602","11515","11515","11515","0","0","0","ZCTA5 33602"
"8600000US33603","19100","19100","19100","0","0","0","ZCTA5 33603"
"8600000US33604","35485","35485","35485","0","0","0","ZCTA5 33604"
"8600000US33605","17073","17073","17073","0","0","0","ZCTA5 33605"
"8600000US33606","17746","17746","17746","0","0","0","ZCTA5 33606"
"8600000US33607","23541","23541","23541","0","0","0","ZCTA5 33607"
"8600000US33609","15999","15999","15999","0","0","0","ZCTA5 33609"
"8600000US33610","39222","39077","39077","0","145","0","ZCTA5 33610"
"8600000US33611","29478","29478","29478","0","0","0","ZCTA5 33611"
"8600000US33612","44601","44601","44601","0","0","0","ZCTA5 33612"
"8600000US33613","31990","31990","31990","0","0","0","ZCTA5 33613"
"8600000US33614","46449","46449","46449","0","0","0","ZCTA5 33614"
"8600000US33615","43453","43453","43453","0","0","0","ZCTA5 33615"
"8600000US33616","13560","13560","13560","0","0","0","ZCTA5 33616"
"8600000US33617","41443","41443","41443","0","0","0","ZCTA5 33617"
"8600000US33618","25570","25570","25570","0","0","0","ZCTA5 33618"
"8600000US33619","34581","34446","34446","0","135","0","ZCTA5 33619"
"8600000US33620","5158","5158","5158","0","0","0","ZCTA5 33620"
"8600000US33621","1643","1588","1588","0","55","0","ZCTA5 33621"
"8600000US33624","37457","37457","37457","0","0","0","ZCTA5 33624"
"8600000US33625","24645","24645","24645","0","0","0","ZCTA5 33625"
"8600000US33626","27557","27557","27557","0","0","0","ZCTA5 33626"
"8600000US33629","23638","23638","23638","0","0","0","ZCTA5 33629"
"8600000US33634","20225","20225","20225","0","0","0","ZCTA5 33634"
"8600000US33635","15741","15726","15726","0","15","0","ZCTA5 33635"
"8600000US33637","15351","15338","15338","0","13","0","ZCTA5 33637"
"8600000US33647","55034","53970","53970","0","1064","0","ZCTA5 33647"
"8600000US33701","15014","15014","15014","0","0","0","ZCTA5 33701"
"8600000US33702","29664","29664","29664","0","0","0","ZCTA5 33702"
"8600000US33703","23680","23680","23680","0","0","0","ZCTA5 33703"
"8600000US33704","16098","16098","16098","0","0","0","ZCTA5 33704"
"8600000US33705","26435","26435","26435","0","0","0","ZCTA5 33705"
"8600000US33706","15901","15901","15901","0","0","0","ZCTA5 33706"
"8600000US33707","24599","24599","24599","0","0","0","ZCTA5 33707"
"8600000US33708","15447","15447","15447","0","0","0","ZCTA5 33708"
"8600000US33709","26023","26023","26023","0","0","0","ZCTA5 33709"
"8600000US33710","32780","32780","32780","0","0","0","ZCTA5 33710"
"8600000US33711","19162","19162","19162","0","0","0","ZCTA5 33711"
"8600000US33712","25066","25066","25066","0","0","0","ZCTA5 33712"
"8600000US33713","29812","29812","29812","0","0","0","ZCTA5 33713"
"8600000US33714","18531","18531","18531","0","0","0","ZCTA5 33714"
"8600000US33715","7407","7311","7311","0","96","0","ZCTA5 33715"
"8600000US33716","15424","15424","15424","0","0","0","ZCTA5 33716"
"8600000US33744","148","148","148","0","0","0","ZCTA5 33744"
"8600000US33755","26146","26146","26146","0","0","0","ZCTA5 33755"
"8600000US33756","31275","31275","31275","0","0","0","ZCTA5 33756"
"8600000US33759","17820","17820","17820","0","0","0","ZCTA5 33759"
"8600000US33760","15133","15133","15133","0","0","0","ZCTA5 33760"
"8600000US33761","18167","18167","18167","0","0","0","ZCTA5 33761"
"8600000US33762","8499","8499","8499","0","0","0","ZCTA5 33762"
"8600000US33763","17887","17887","17887","0","0","0","ZCTA5 33763"
"8600000US33764","24045","24045","24045","0","0","0","ZCTA5 33764"
"8600000US33765","13275","13275","13275","0","0","0","ZCTA5 33765"
"8600000US33767","8007","8007","8007","0","0","0","ZCTA5 33767"
"8600000US33770","25281","25281","25281","0","0","0","ZCTA5 33770"
"8600000US33771","29839","29839","29839","0","0","0","ZCTA5 33771"
"8600000US33772","22981","22981","22981","0","0","0","ZCTA5 33772"
"8600000US33773","16826","16826","16826","0","0","0","ZCTA5 33773"
"8600000US33774","17712","17712","17712","0","0","0","ZCTA5 33774"
"8600000US33776","12402","12402","12402","0","0","0","ZCTA5 33776"
"8600000US33777","17140","17140","17140","0","0","0","ZCTA5 33777"
"8600000US33778","14263","14263","14263","0","0","0","ZCTA5 33778"
"8600000US33781","25922","25922","25922","0","0","0","ZCTA5 33781"
"8600000US33782","20850","20850","20850","0","0","0","ZCTA5 33782"
"8600000US33785","5533","5533","5533","0","0","0","ZCTA5 33785"
"8600000US33786","1669","1669","1669","0","0","0","ZCTA5 33786"
"8600000US33801","33741","32622","32622","0","1119","0","ZCTA5 33801"
"8600000US33803","27094","27042","27042","0","52","0","ZCTA5 33803"
"8600000US33805","23153","22024","22024","0","1129","0","ZCTA5 33805"
"8600000US33809","28929","24404","24404","0","4525","0","ZCTA5 33809"
"8600000US33810","44254","40557","40557","0","3697","0","ZCTA5 33810"
"8600000US33811","20980","18959","18959","0","2021","0","ZCTA5 33811"
"8600000US33812","13166","12117","12117","0","1049","0","ZCTA5 33812"
"8600000US33813","31698","31655","31655","0","43","0","ZCTA5 33813"
"8600000US33815","14267","14267","14267","0","0","0","ZCTA5 33815"
"8600000US33823","28874","27976","27976","0","898","0","ZCTA5 33823"
"8600000US33825","24942","19006","19006","0","5936","0","ZCTA5 33825"
"8600000US33827","3036","1694","0","1694","1342","0","ZCTA5 33827"
"8600000US33830","27542","22554","22420","134","4988","0","ZCTA5 33830"
"8600000US33834","7448","4124","0","4124","3324","0","ZCTA5 33834"
"8600000US33837","20234","14837","12678","2159","5397","0","ZCTA5 33837"
"8600000US33838","3515","3193","3193","0","322","0","ZCTA5 33838"
"8600000US33839","2756","2756","2756","0","0","0","ZCTA5 33839"
"8600000US33841","8722","5945","0","5945","2777","0","ZCTA5 33841"
"8600000US33843","11093","7626","0","7626","3467","0","ZCTA5 33843"
"8600000US33844","33804","24972","24972","0","8832","0","ZCTA5 33844"
"8600000US33847","227","155","0","155","72","0","ZCTA5 33847"
"8600000US33848","851","527","527","0","324","0","ZCTA5 33848"
"8600000US33849","856","0","0","0","856","0","ZCTA5 33849"
"8600000US33850","7519","6833","6833","0","686","0","ZCTA5 33850"
"8600000US33851","907","763","763","0","144","0","ZCTA5 33851"
"8600000US33852","21790","16351","0","16351","5439","0","ZCTA5 33852"
"8600000US33853","11161","10893","10893","0","268","0","ZCTA5 33853"
"8600000US33854","194","0","0","0","194","0","ZCTA5 33854"
"8600000US33855","43","0","0","0","43","0","ZCTA5 33855"
"8600000US33856","487","0","0","0","487","0","ZCTA5 33856"
"8600000US33857","1728","0","0","0","1728","0","ZCTA5 33857"
"8600000US33859","10582","7521","5071","2450","3061","0","ZCTA5 33859"
"8600000US33860","22886","20819","20819","0","2067","0","ZCTA5 33860"
"8600000US33865","786","0","0","0","786","0","ZCTA5 33865"
"8600000US33867","106","0","0","0","106","0","ZCTA5 33867"
"8600000US33868","11720","4217","4217","0","7503","0","ZCTA5 33868"
"8600000US33870","20601","18715","18715","0","1886","0","ZCTA5 33870"
"8600000US33872","14158","13400","13400","0","758","0","ZCTA5 33872"
"8600000US33873","14742","8855","0","8855","5887","0","ZCTA5 33873"
"8600000US33875","11108","7123","7123","0","3985","0","ZCTA5 33875"
"8600000US33876","4968","3381","3381","0","1587","0","ZCTA5 33876"
"8600000US33877","276","218","218","0","58","0","ZCTA5 33877"
"8600000US33880","37798","35187","35187","0","2611","0","ZCTA5 33880"
"8600000US33881","29345","29345","29345","0","0","0","ZCTA5 33881"
"8600000US33884","28763","28210","28210","0","553","0","ZCTA5 33884"
"8600000US33890","5060","1642","0","1642","3418","0","ZCTA5 33890"
"8600000US33896","6633","5647","0","5647","986","0","ZCTA5 33896"
"8600000US33897","14117","10725","0","10725","3392","0","ZCTA5 33897"
"8600000US33898","15355","4694","4503","191","10661","0","ZCTA5 33898"
"8600000US33901","19500","19500","19500","0","0","0","ZCTA5 33901"
"8600000US33903","20776","20749","20749","0","27","0","ZCTA5 33903"
"8600000US33904","30613","30613","30613","0","0","0","ZCTA5 33904"
"8600000US33905","31203","26227","26227","0","4976","0","ZCTA5 33905"
"8600000US33907","22138","22138","22138","0","0","0","ZCTA5 33907"
"8600000US33908","38251","37888","37888","0","363","0","ZCTA5 33908"
"8600000US33909","23119","23119","23119","0","0","0","ZCTA5 33909"
"8600000US33912","15392","14417","14417","0","975","0","ZCTA5 33912"
"8600000US33913","17103","15515","15515","0","1588","0","ZCTA5 33913"
"8600000US33914","35848","35837","35837","0","11","0","ZCTA5 33914"
"8600000US33916","20134","20134","20134","0","0","0","ZCTA5 33916"
"8600000US33917","28666","24040","24040","0","4626","0","ZCTA5 33917"
"8600000US33919","27837","27837","27837","0","0","0","ZCTA5 33919"
"8600000US33920","4947","0","0","0","4947","0","ZCTA5 33920"
"8600000US33921","1720","0","0","0","1720","0","ZCTA5 33921"
"8600000US33922","4055","0","0","0","4055","0","ZCTA5 33922"
"8600000US33924","761","0","0","0","761","0","ZCTA5 33924"
"8600000US33928","20830","19809","19809","0","1021","0","ZCTA5 33928"
"8600000US33930","1075","0","0","0","1075","0","ZCTA5 33930"
"8600000US33931","10005","9999","9999","0","6","0","ZCTA5 33931"
"8600000US33935","20383","12054","0","12054","8329","0","ZCTA5 33935"
"8600000US33936","18994","18755","18755","0","239","0","ZCTA5 33936"
"8600000US33944","298","0","0","0","298","0","ZCTA5 33944"
"8600000US33945","57","0","0","0","57","0","ZCTA5 33945"
"8600000US33946","2125","856","856","0","1269","0","ZCTA5 33946"
"8600000US33947","8180","7868","7868","0","312","0","ZCTA5 33947"
"8600000US33948","15958","15627","15627","0","331","0","ZCTA5 33948"
"8600000US33950","20699","20147","20147","0","552","0","ZCTA5 33950"
"8600000US33952","28382","28382","28382","0","0","0","ZCTA5 33952"
"8600000US33953","5522","5279","5279","0","243","0","ZCTA5 33953"
"8600000US33954","9290","9252","9252","0","38","0","ZCTA5 33954"
"8600000US33955","10060","6836","3775","3061","3224","0","ZCTA5 33955"
"8600000US33956","3776","0","0","0","3776","0","ZCTA5 33956"
"8600000US33957","6469","3668","3668","0","2801","0","ZCTA5 33957"
"8600000US33960","854","0","0","0","854","0","ZCTA5 33960"
"8600000US33965","1648","1648","1648","0","0","0","ZCTA5 33965"
"8600000US33966","8251","8223","8223","0","28","0","ZCTA5 33966"
"8600000US33967","22799","22799","22799","0","0","0","ZCTA5 33967"
"8600000US33971","19730","19620","19620","0","110","0","ZCTA5 33971"
"8600000US33972","10880","9499","9499","0","1381","0","ZCTA5 33972"
"8600000US33973","10798","10798","10798","0","0","0","ZCTA5 33973"
"8600000US33974","11982","11696","11696","0","286","0","ZCTA5 33974"
"8600000US33976","12534","12530","12530","0","4","0","ZCTA5 33976"
"8600000US33980","10322","10322","10322","0","0","0","ZCTA5 33980"
"8600000US33981","9534","8650","8650","0","884","0","ZCTA5 33981"
"8600000US33982","9176","2630","2630","0","6546","0","ZCTA5 33982"
"8600000US33983","13954","13706","13706","0","248","0","ZCTA5 33983"
"8600000US33990","28173","28173","28173","0","0","0","ZCTA5 33990"
"8600000US33991","18010","17737","17737","0","273","0","ZCTA5 33991"
"8600000US33993","20628","19705","19705","0","923","0","ZCTA5 33993"
"8600000US34101","10","0","0","0","10","0","ZCTA5 34101"
"8600000US34102","10460","10460","10460","0","0","0","ZCTA5 34102"
"8600000US34103","12150","12150","12150","0","0","0","ZCTA5 34103"
"8600000US34104","23691","23691","23691","0","0","0","ZCTA5 34104"
"8600000US34105","13933","13933","13933","0","0","0","ZCTA5 34105"
"8600000US34108","16874","16874","16874","0","0","0","ZCTA5 34108"
"8600000US34109","23338","23338","23338","0","0","0","ZCTA5 34109"
"8600000US34110","20762","20762","20762","0","0","0","ZCTA5 34110"
"8600000US34112","27002","26317","26317","0","685","0","ZCTA5 34112"
"8600000US34113","17971","17213","17213","0","758","0","ZCTA5 34113"
"8600000US34114","13653","9135","9135","0","4518","0","ZCTA5 34114"
"8600000US34116","30005","30005","30005","0","0","0","ZCTA5 34116"
"8600000US34117","14250","10309","7913","2396","3941","0","ZCTA5 34117"
"8600000US34119","25756","24954","24954","0","802","0","ZCTA5 34119"
"8600000US34120","26147","14198","5017","9181","11949","0","ZCTA5 34120"
